pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z
48.450254,25.572994,18.632748,46.777578,23.280052,15.359973,44.671450,24.282693,16.226401,45.524454,23.957295,13.403435,42.785359,27.117710,15.062022
47.420604,25.514831,18.994939,46.649989,23.272959,15.435504,44.636956,24.244348,16.325374,45.535586,23.874470,13.481841,42.435663,26.822886,15.527726
47.193195,25.249667,19.287839,46.636931,23.239051,15.567102,44.614577,24.149917,16.435008,45.516175,23.908042,13.510560,41.806656,26.405742,14.276677
48.128443,23.667093,19.296951,46.613039,23.075183,15.729601,44.575565,24.072263,16.534783,45.368249,23.901740,13.686758,41.604889,25.571343,12.514019
49.187106,21.951109,18.792669,46.521613,23.150904,15.766958,44.552832,24.023641,16.610082,45.380783,23.917841,13.704501,42.036778,24.367984,11.340511
49.381763,20.032963,17.502037,46.414822,23.186557,15.907927,44.511853,23.945504,16.722034,45.252006,23.723809,14.073696,42.965510,22.147116,10.713137
49.052074,18.798554,16.410562,46.457977,23.133684,15.939456,44.482976,23.949590,16.841571,45.459086,23.724698,13.977071,44.180335,20.413961,11.282088
47.449553,19.110055,14.933054,46.484548,22.990889,15.989627,44.461186,23.936344,16.998050,45.579871,23.625699,14.105376,44.965582,19.640924,12.171741
47.092165,18.896635,14.333959,46.501876,22.934354,16.042998,44.418176,23.895342,17.112376,45.488959,23.548856,14.198034,45.058850,19.429450,12.452996
47.980195,18.882741,14.479194,46.474156,22.906097,16.163990,44.379092,23.874176,17.206698,45.495497,23.546862,14.293718,44.762287,20.135206,11.745799
48.765988,18.931684,15.142260,46.545175,22.834766,16.287942,44.354126,23.804848,17.306375,45.283116,23.473597,14.520168,44.413221,20.636788,11.108297
49.327215,19.636463,16.969990,46.563933,22.921825,16.439257,44.322645,23.761968,17.370591,45.304736,23.459524,14.605191,43.356812,21.607429,10.704177
49.460462,21.131705,18.843337,46.425559,22.907415,16.629767,44.314059,23.692613,17.470102,45.251102,23.442568,14.788303,42.564139,23.320799,10.777473
49.268375,23.076712,20.159761,46.397076,22.874775,16.680554,44.284153,23.621270,17.574851,45.232482,23.233871,14.750482,42.220893,25.461390,12.578843
48.287452,24.435735,20.627095,46.352364,22.776676,16.904561,44.227121,23.613686,17.692293,45.170554,23.227809,14.923081,42.191344,26.478509,13.949182
46.109418,25.429641,20.224401,46.404157,22.809792,16.948257,44.188906,23.590865,17.846880,45.043546,23.208859,15.076019,42.234384,26.468040,15.365245
44.662187,25.126055,19.960604,46.325551,22.593384,17.110681,44.174115,23.525624,17.948888,45.000477,23.206755,15.178026,42.075849,26.533762,16.187443
45.041077,24.535926,20.768274,46.230342,22.572784,17.119619,44.163253,23.485289,18.020463,44.988391,23.303449,15.316833,41.543035,25.964510,16.034502
46.289806,23.946220,20.949577,46.155656,22.518439,17.281254,44.114355,23.434616,18.131328,45.094728,23.225222,15.346916,41.217272,25.669976,14.791348
47.826538,22.714568,21.349570,45.922012,22.488505,17.398865,44.091272,23.391293,18.283098,44.935722,23.385071,15.358459,41.642056,24.477808,13.244021
48.769023,20.038998,19.954023,45.964150,22.453790,17.498740,44.035825,23.382957,18.424380,45.061508,23.253448,15.440972,42.041798,22.695447,12.212905
48.476154,18.781828,17.996325,45.975341,22.426201,17.564532,44.012726,23.306665,18.530263,44.999962,23.203325,15.613269,42.918569,21.063336,12.301588
47.628219,17.881369,16.766413,45.921886,22.472606,17.681846,43.993053,23.230732,18.644981,45.067726,23.032056,15.772382,43.755723,19.900984,12.794362
46.566011,18.455064,16.230397,46.000456,22.580773,18.060861,43.964450,23.166908,18.747370,45.096832,22.995075,15.825186,44.577215,18.901326,13.798532
47.005365,18.133817,16.505282,45.981203,22.527699,18.014735,43.913899,23.180747,18.859124,45.128170,22.842919,15.853770,44.726189,18.819829,14.051242
47.573308,18.163619,17.020044,45.848692,22.295455,18.218128,43.879604,23.195405,18.987031,45.216334,22.837429,15.833860,44.480342,19.557456,13.007532
48.073435,18.183456,18.665954,45.890312,22.445159,18.227397,43.836219,23.178681,19.133362,45.011794,22.783225,16.099002,43.587970,20.317210,12.882914
48.267566,19.224875,20.511444,45.697137,22.092744,18.276615,43.804567,23.110256,19.234673,44.983497,22.797889,16.325388,42.442897,21.425478,12.759866
47.692258,21.068037,21.929564,45.695183,22.148561,18.515197,43.749985,23.054325,19.305915,44.775589,22.752469,16.387118,41.561056,23.560721,13.435770
46.649939,22.793219,22.368413,45.755128,21.921181,18.571822,43.716054,23.001325,19.389233,44.568251,23.116728,16.753896,41.479129,25.162621,14.785012
45.405730,23.935508,22.228704,45.727072,22.044616,18.851318,43.678556,22.943354,19.495035,44.525863,22.905209,16.819477,41.723753,25.811665,16.614510
44.206150,24.593898,21.758728,45.629203,21.951714,18.777574,43.643204,22.897613,19.641451,44.482964,22.845694,16.975180,41.943573,26.238913,17.724114
43.846457,24.253799,21.934842,45.587126,21.951230,18.862288,43.618842,22.884051,19.799966,44.563910,22.869013,16.993232,41.351507,25.590349,18.350966
44.786882,23.996628,22.431310,45.602840,21.964322,19.057135,43.587021,22.880045,19.934303,44.544341,22.843234,17.034657,41.258245,25.693034,17.909257
45.917835,23.133839,22.929497,45.376875,21.971632,19.089763,43.522757,22.827132,20.025160,44.418248,22.848903,17.213040,41.172760,25.653660,16.708937
47.425116,21.010050,22.765062,45.305012,21.848405,19.393996,43.449985,22.766655,20.097264,44.598789,22.752434,17.391904,41.459622,24.520991,15.127418
48.063766,19.186847,22.061899,45.264236,21.817028,19.416675,43.413737,22.683021,20.208941,44.539686,22.544442,17.136501,41.737059,23.118105,14.336474
47.909898,17.594127,20.414162,45.376153,21.733063,19.462775,43.391417,22.632174,20.332945,44.388174,22.537844,17.380978,42.323828,21.433890,13.970961
46.185014,17.815070,18.500418,45.430080,21.697914,19.460423,43.339714,22.591727,20.468899,44.483596,22.555808,17.441656,42.978539,19.904238,14.365514
45.764697,17.457979,17.952495,45.312187,21.730731,19.725767,43.302006,22.599705,20.607343,44.526229,22.527899,17.498394,43.364783,19.286140,15.067778
45.859506,17.203066,17.903404,45.224635,21.679898,19.748799,43.253628,22.581065,20.759910,44.497744,22.193353,17.927886,43.763943,18.709938,15.369356
46.289768,17.555362,18.457444,45.235444,21.481736,19.857533,43.207647,22.544833,20.828487,44.151750,22.352481,17.965988,43.279652,19.667032,14.775044
46.992346,17.046912,19.758742,45.285709,21.500644,19.856477,43.142943,22.487647,20.901402,44.273425,22.508793,18.206367,42.802965,20.226450,14.434843
47.275577,17.596083,21.460567,45.141064,21.225405,20.128149,43.113306,22.422146,21.002601,44.339661,22.451231,18.282929,41.968543,21.991721,15.226797
47.017828,19.021461,23.040144,44.997359,21.345690,20.300578,43.083275,22.366100,21.131195,44.078796,22.324765,18.285918,41.364689,23.875552,15.673301
46.870148,20.434311,24.263924,44.920542,21.154472,20.407272,43.050256,22.318470,21.263380,44.077163,22.450300,18.463457,41.268693,25.326253,16.985801
46.029227,21.924678,24.529540,45.063414,21.189531,20.544510,42.943580,22.364718,21.337926,44.024539,22.399865,18.645851,41.447405,25.815650,18.908117
44.322188,23.206126,24.441198,44.968443,21.207148,20.629702,42.887838,22.329385,21.515392,43.989288,22.417010,18.797708,41.935416,25.810638,20.170283
43.657145,23.269952,24.029336,45.013167,21.119742,20.754242,42.840506,22.342429,21.690077,43.971095,22.335733,18.760478,42.166121,25.725693,20.876475
44.327781,22.950565,24.528264,44.856358,20.992395,20.991488,42.803372,22.295744,21.829119,44.160833,22.582379,18.937004,41.265199,25.082552,21.006554
45.107210,22.282087,24.893335,44.646401,20.911216,21.168377,42.741963,22.225744,21.948085,44.003975,22.381849,19.049805,41.208275,25.522019,19.853022
46.812225,20.538311,24.957756,44.604836,20.980758,21.301487,42.689630,22.186169,22.036408,44.011178,22.370332,19.057241,41.343050,25.093642,18.215759
47.201444,19.226606,24.142215,44.478835,20.843909,21.407573,42.653907,22.105968,22.151580,44.040576,22.367519,19.199200,41.587724,23.568047,16.461610
46.302093,17.067273,22.785479,44.557166,20.662395,21.511473,42.609925,22.054199,22.275425,44.032659,22.101032,19.299389,41.800616,22.071393,15.647154
45.599370,16.564221,21.024143,44.480600,20.815620,21.640929,42.533811,22.023864,22.387001,43.673255,21.536537,19.849343,42.388124,20.485647,15.569845
44.704329,16.787251,20.290286,44.503074,20.822148,21.635558,42.470369,22.038889,22.520687,43.664897,21.657498,19.930179,42.678642,19.264688,16.135901
