time(s),trig_fname18,10,11,12,13,14,15,16,17,18,trig_fname29,0.5 5.8_fname20,1.5 5.8_fname21,off off_fname22,0.5 30_fname25,0.5 55_fname27,0.5 15_fname28,0.5 off_fname29,trig_fname34,1_lpm_fname30,1.5_lpm_fname31,0.5_lpm_fname32,2_lpm_fname33,0lpm_fname34
42.14,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.031216,-0.033296,-0.2069466667
42.16,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.031568,-0.033296,-0.2069466667
42.18,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.031908,-0.033296,-0.2069466667
42.2,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,-0.031324,-0.02926,-0.032252,-0.033296,-0.2069466667
42.22,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.24,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.26,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.28,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.3,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.32,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.0336,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.34,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.36,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.38,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.4,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,0.032,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069466667
42.42,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069666667
42.44,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2069866667
42.46,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2070066667
42.48,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2070266667
42.5,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2070466667
42.52,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2070666667
42.54,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2070866667
42.56,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2071066667
42.58,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2071266667
42.6,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2071466667
42.62,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2071666667
42.64,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2071866667
42.66,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2072066667
42.68,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2072266667
42.7,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2072466667
42.72,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2072666667
42.74,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2072866667
42.76,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2073066667
42.78,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2073266667
42.8,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2073466667
42.82,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2073666667
42.84,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2073866667
42.86,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2074066667
42.88,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2074266667
42.9,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2074466667
42.92,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2074666667
42.94,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2074866667
42.96,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2075066667
42.98,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2075266667
43,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2075466667
43.02,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2075666667
43.04,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2075866667
43.06,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2076066667
43.08,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2076266667
43.1,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2076466667
43.12,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2076666667
43.14,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2076866667
43.16,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2077066667
43.18,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2077266667
43.2,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2077466667
43.22,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2077666667
43.24,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2077866667
43.26,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2078066667
43.28,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2078266667
43.3,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2078466667
43.32,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2078666667
43.34,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2078866667
43.36,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2079066667
43.38,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2079266667
43.4,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2079466667
43.42,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2079666667
43.44,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2079866667
43.46,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2080066667
43.48,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2080266667
43.5,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2080466667
43.52,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2080666667
43.54,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2080866667
43.56,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2081066667
43.58,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2081266667
43.6,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2081466667
43.62,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2081666667
43.64,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2081866667
43.66,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2082066667
43.68,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2082266667
43.7,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2082466667
43.72,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2082666667
43.74,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0857093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,-0.2019066667,-0.2053266667,-0.0971533333,-0.2177066667,-0.22058,-0.1328,-0.031324,-0.02926,-0.032596,-0.033296,-0.2082866667
